Submission ID,Submission time,Business / Service Category Selection,Name of Business / User,Phone,City / Nearby Village,Address,Business Details,Place ID,Ratings,Reviews,Verified,Webpage
,,Fashion Designer,NASIR KHATRI,9998277602,Bhuj,139; muskan nagar bhuj,Manufacturing Exclusive wedding bandhani traditional sarees,,,,,
6beffe72-3594-4e61-b382-f299bc23b990,2026-05-22 07:37:19,Fashion Designer,Odhani Designer Boutique ,9725278800,Bhuj,Bhuj,"Sajavat, Shop No. 43, Kalpataru Apartment, Hospital Road, Jubilee Colony, Vijay Nagar, Bhuj 370001",,,,,
,,Financial Advisor,HITESH G SONI,9825311409,Bhuj,,Financial advisor,,Yes,,Yes,
,,Financial Advisor,Nirav Sharma,9998595122,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,SUBHASH G PATEL,9727871133,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,Abhay Joshi,9825233111,Bhuj,,Investment,,,,,
,,Financial Advisor,Angel One Ltd. - Thacker Smit Shaileshkumar,080 4495 2305,Bhuj,"House No 28, Suraksha Society, Main Road, near Shree Chemicals Gruh Udhyog, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJPUfKL7fhUDkRY0Pf-2mrgHM,,,,
,,Financial Advisor,CA J M JADEJA & ASSOCIATES,096019 81743,Bhuj,"208, 2nd Floor, Laxmi Chambers, Station Rd, above Darshan Auto, Jestha Nagar, Bhuj, Gujarat 370001, India",,ChIJLfGQrlnhUDkRQs3Hzx65K9A,,,,
,,Financial Advisor,Ever growth Investments,7383406781,Bhuj,,,,,,,
,,Financial Advisor,JDCONSULTANT,9825357168,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,Kripalsinh Mahendrasinh Parmar,9157160050,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,Mirae Asset Sharekhan,080 6995 5100,Bhuj,"No 256, 2nd Floor, Time Square Empire, Mirzapar Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJiYnxRO_hUDkR_D1DDo6oR0E,,,,
,,Financial Advisor,OM ENTERPRISE ( AMIT DALAL),9925551966,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,RR ENTERPRISES,073832 00283,Bhuj,"RR INVESTMENT HUB, 116, FIRST FLOOR, TIME SQUARE BUILDING, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJHYSfW3QfUTkRYV1B3izJ__o,,,,
,,Financial Advisor,Samir Shah money investment,9825422712,Bhuj,,Financial Services,,,,,
,,Financial Advisor,Shree Radhe jyotish-bhuj,081413 03114,Bhuj,"C/o Sompura Shilp, B/d Rajkot Nagrik Bank, Hospital Rd, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJLffBBnThUDkRZ2Mr5IyCjKg,,,,
,,Financial Advisor,VIRAL HARESHBHAI THACKER,9687598799,Bhuj,,Financial advisor,,,,,
,,Financial Advisor,Vishva Accounting,9879512121,Bhuj,,Accounting|Tax,,,,,
494c5e20-eec5-43ef-b5fa-4cb8c4909497,2026-05-22 05:04:47,Financial Advisor,Sandip Boricha ,9898368001,Bhuj,Bhuj,Life insurance Advisor recruitment and life Insurance sales,,,,,
83594d97-4847-4c44-a97e-38a7be390c2d,2026-05-22 11:43:49,Financial Advisor,Paytm POS Card Swipe Machine ,8141474645,Bhuj,Kutch Gujarat ,"Paytm ALL IN ONE EDC SWIPE MACHINE  Model: A910   *Life Time Plan*   1:- Current Account / Saving Account + GST/Udhya Addhar 3499+18% = 4129/-Mdr:-1.65+GST  No Rental Life Time Plan 99 Monthly Sim Charges Only     *Rental Plan*  2:- Current Account - GST/Udhya Addhar  2499+18% = 2949/-Mdr:-1.65+GST  199+GST (<50k card gmv)  0 (50k card gmv)  *Benifits* 3 Time Yearly Current Account/ Saving Account Change  Instant Settlement Option Available  Dinamic QR Genrate  Sound Confirmation  Print Facility Available    *Kachchh*   Group Leader    *Vivek Gor 8141474645,9081162826*   Please visit Instagram Link for More details   https://www.instagram.com/vivek_gor?igsh=MWZzczhlb213aW01cw==",,,,,
,,Fire & Safety,JP enterprise ( fire safety),9484438169,Bhuj,"15, marutinandan complex, Junavas, Madhapar, Bhuj, Gujarat 370020",,,,,,
,,Fire & Safety,SafeSphere Solutions,9909054108,Bhuj,"6PQ5+V4, Mahavir Nagar, Junavas, Madhapar, Bhuj, Gujarat 370020",,,,,,
,,Fire Services,Bhuj Fire Academy,099796 75200,Bhuj,"Sanskar Nagar Rd, Sanskar Nagar, Bhuj, Gujarat 370001, India",,ChIJV5q86g8eUTkR0CeJU4Et0jg,,,,
,,Fire Services,PAYAN ENTERPRISE,097127 75345,Bhuj,"Plot No.31/D, Ghanshyam nagar, behind PGL Company, off Bhuj - Anjar Highway, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJpb0eXGbhUDkRTbzIxQBRCEs,,,,
,,Flower Shops,Avsar Decorators,089805 99899,Bhuj,"Shop no 175, Time square apartment, road, Mirjapar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJD8gWRcMfUTkRewzWmWzSSbA,,,,
,,Flower Shops,artistic adda,088663 32265,Bhuj,"10, Narnarayan Complex, New Station Rd, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJhWl7oQDhUDkRbT7CoQ_wxgY,,,,
,,Flower Shops,FAMILY FINDS,090996 46064,Bhuj,"Chatthi Bari Ring Road, opp. Adinath Jinalay, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJVz8rhBnjUDkRpvQxflsHtYM,,,,
,,Flower Shops,Mayur's Flora N event decorator,098259 01155,Bhuj,"hariaksh plaza, 1, School Rd, beside fusion hospital Hospital, opp. katira imaging center, GAIMS Campus, Bhuj, Gujarat 370001, India",,ChIJqR9H0PzhUDkRHAzaL1P2lfM,,,,
,,Flower Shops,Raj Gift And Toys Shop,094298 80948,Bhuj,"Shop No 9, Trust Marble Building Shaktinagar, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJLX2Bq4DhUDkRyESO4vaBIso,,,,
,,Flute Player,,,Bhuj,,,,,,,
,,Foam & Sofa Items,Chandan Foam,9409192591,Bhuj,,,,,,,
,,Foreign Exchange - Currency,"Unimoni Financial Services Ltd, Bhuj",7594002085,Bhuj,"Gate No. 6, No. 11/3(7, Main Rd, opposite Trishla Arcade, Banker's Colony, Bhuj, Gujarat 370001",,,,,,
,,Foreign Exchange - Currency,Thomas Cook - Ghanshyam Nagar | Holidays & Forex,8291904238,Bhuj,"Shop No 102, 1st Floor, Santos Society, Turning Point, opposite Luhana Samaj Wadi Building, Ghanshyam Nagar, Bhuj, Gujarat 370001",,,,,,
,,Foreign Exchange - Currency,Ashapura money changer Pvt.Ltd.,,Bhuj,"First floor,Arihant Chambers,Near PNB Bank,Station Road, Station Rd, Bhuj, Gujarat 370001",,,,,,
,,Garage - 2 wheeler,,,Bhuj,,,,,,,
,,Garage - Cars,,,Bhuj,,,,,,,
,,Garage - Tractors,,,Bhuj,,,,,,,
,,Garage - Trucks,Nilkanth Garage,9825857235,Bhuj,"6J88+PCV, Sukhpar, Bhuj, Gujarat 370040",,,,,,
,,Gift Shop,Premalbhai,9879349129,Bhuj,,,,,,,
,,Gift Shop,Family Finds,9099646064,Bhuj,,,,,,,
,,Gift Shop,Shivam,9998891434,Bhuj,"Shop 2, Chathi bari, Ashapura Ring Rd, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Gift Shop,Trending Photoart and Gifts,,Bhuj,"Â shop no 1, Gaytri complex, Hospital Rd, opposite of Cosmos bank, near Sanjeevani Child Hospital, Vijay Nagar, Bhuj, Gujarat 370001",,,,,,
,,Gift Shop,Gift Corner,9825675345,Bhuj,"Shop No.7, katira complex, Parmukh swami 1st, Sanskar Nagar, Bhuj, Gujarat 370001",,,,,,
,,Gift Shop,Super Gift And Travels,,Bhuj,"Super Gift And Travels Ashapura Mandir Pase Mahesh Sweets ni Seme, Street Number 9, Bhuj, Gujarat 370001",,,,,,
,,Gift Shop,Jiya Stationery & Gift,7567703273,Bhuj,"Junavas, Madhapar, Bhuj, Gujarat 370020",,,,,,
,,Gift Shop,Jain Brothers,,Bhuj,"Maherali Chowk, Waniyawad Road, Bhuj",,,,,,
,,GPS Solutions,Hussain Cyclewala,8866426000,Bhuj,"Chatthi Bari Ring Road, opp. Adinath Jinalay, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Graphic Designers,"9 Cross Media - Website Development Company in Bhuj, Kutch | Website Developer | Graphic Designer",90333 72611,Bhuj,"Radha Apartment, Patel Colony, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJGao-ICWpgyQRSEIIBZ_nrsU,,,,
,,Graphic Designers,Bharat Soni,9879121562,Bhuj,,,,,,,
,,Graphic Designers,BREIR Graphics,098258 55536,Bhuj,"2nd Floor, New Station Rd, above Sankalp Restaurant, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ-8ng0P7hUDkR-MI64wXvEGI,,,,
,,Graphic Designers,Custom Code,099098 48620,Bhuj,"Vathan Chowk, near M.S.V. High School, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJlTxZF5zhUDkRJfDUVx2q8e8,,,,
,,Graphic Designers,Infinitie Technologies,099746 92496,Bhuj,"Time Square Empire, 237, Nakhatrana Road Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJnRDgVe_hUDkRrlvCJlWKMSg,,,,
,,Graphic Designers,Shree Graphics,097263 96583,Bhuj,"Shop No 128, First Floor, Shanti Chamber, Station Rd, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJDZON4pjhUDkRGGIFdvxj5Fk,,,,
,,Graphic Designers,V B Creation,98791 21562,Bhuj,"Station Road, B/h. SBI Bank, Nr. Hotel Shreenathji",,,,,,
,,Graphic Designers,Soni Graphics,94090 87745,Bhuj,"Soni Graphics, behind SBI bank bhuj",,,,,,
,,GST/Accounting Services,Jalpa Somaiya,9409475036,Bhuj,,,,Yes,,Yes,
,,GST/Accounting Services,CA J M JADEJA & ASSOCIATES,096019 81743,Bhuj,"208, 2nd Floor, Laxmi Chambers, Station Rd, above Darshan Auto, Jestha Nagar, Bhuj, Gujarat 370001, India",,ChIJLfGQrlnhUDkRQs3Hzx65K9A,,,,
,,GST/Accounting Services,Gayatri Accounting,095748 86115,Bhuj,"1st Floor, Raja commercial, near Gayatri Temple, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJs69EkaHhUDkRGk_-iyUrq0I,,,,
,,GST/Accounting Services,Mahesh N. Vora & Co.,096876 76557,Bhuj,"opp. Sinchai Sadan, near IMA house, Jubliee Colony, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJWfttJ54fUTkRzLszGDcjaE0,,,,
,,GST/Accounting Services,Purvesh Ganatra,9825553344,Bhuj,"109, Balram Complex, Station Road",GST Advcoate,,,,,
,,Guitar Dealers,RadioGhar,9825612800,Bhuj,,,,,,,
,,Guitar Teacher,Guitar classes,9099823627,Bhuj,"L2, 101, Rukmavati, Shyamji Krishna Verma Heights, Raguvanshi Nagar, Bhuj, Gujarat 370001",,,,,,
,,Guitar Teacher,SARGAM SANGEET KENDRA AND MUSIC CLASS,9374939351,Bhuj,"near simandhar Avenue, behind Hotel ilark, Jestha Nagar, Bhuj, Gujarat 370001",,,,,,
,,Guitar Teacher,Kores Music Class,9825758113,Bhuj,"Shreejee Appartments, Chatthi Bari Ring Road, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Guitar Teacher,NK's Guitar Classes,9033903385,Bhuj,"Chatthi Bari Ring Road, opposite Fashion.com shop, inside mahila mandal compound, Old Dhatia Falia, Bhuj, Gujarat 370001",,"6MX9+WJ Bhuj, Gujarat",,,,
,,Guitar Teacher,Sa Re Ga Ma Music Class,9427235520,Bhuj,"1st Floor, Vijay Complex, up on gadhavi pan, near Bus station, Junavas, Madhapar, Bhuj, Gujarat 370020",,"6PQ5+M3 Bhuj, Gujarat",,,,
,,Guitarist,Chintan H. Soni,9925419662,Bhuj,"Midtown Mall, Opp Commerce College, Bhuj",,,,,,
,,Gujarati Typist,Rajiv mehta,100,Bhuj,,"Gujarati Typist, Jobwork",,,,,
,,Gujarati Typist,Shivom Typing Centre,096380 75825,Bhuj,"Shop No.2, Mundra - Bhuj Rd, below Accord Hospital, opposite Mamlatdar Office, Nirmalsinh Vadi, Bhuj, Gujarat 370001, India",,ChIJbeZ4QBweUTkRaxujSrxDQSA,,,,
,,Gujarati Typist,Rajiv mehta,7046183980,Bhuj,,,,,,,
,,Hair Stylist ( M / F ),DS Hair & Beauty Studio,076001 70081,Bhuj,"Shop No.4, Ashapura Complex, Hospital Rd, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJRbZNi-ThUDkR0cvmHUl5HXo,,,,
,,Hair Stylist ( M / F ),Ellie house of beauty,075678 57000,Bhuj,"Shop no.19, nilkanth Avenue, near Gandhi circle, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJR0jRnx7hUDkRSWQUIUoaNeA,,,,
,,Hair Stylist ( M / F ),Perfect look,097279 27294,Bhuj,"Narnarayan nagar, Plot no.3, behind Umed bhavan, Bhuj, Gujarat 370001, India",,ChIJtW2tHFIfUTkRbwpeSM843vQ,,,,
,,Hair Stylist ( M / F ),Vanitaâ€™s J Salon Makeup Studio & Boutique,098250 35450,Bhuj,"First Floor, Shop No:-2, Aum Complex, mangalam apartment, Road, above TVS Showroom, Sanskar Nagar, Bhuj, Gujarat 370001, India",,ChIJCT6NgfrhUDkRPrQQhcFGWOU,,,,
,,Handicraft,Jayu Hayu Craft,7698490777,Bhuj,,"Washable, Handmade Toys, Mudwork, Stiching",,,,,
,,Handicraft,Hand Painted Fabric Art,6359105811,Bhuj,,"Sling Bags, Tiny Pouches, Customised Bags,Hand Painted T Shirts",,,,,
,,Handicraft,Traditional Godadi,7572928428,Bhuj,,Traditional Handicrafts,,,,,
,,Handicraft,Ahir Art & Handicrafts,8758034162,Bhuj,,Traditional Handicrafts,,,,,
,,Handicraft,HURO,8401445919,Bhuj,,"Handpainted Tote bags, Embroidery Bags, Fusion Work, Canvas Pouches",,,,,
,,Hardware Stores,Balram Hardware,090333 44093,Bhuj,"Shop no 2, Raj Complex, near police chowki, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJ5xBiMrXhUDkRA_r9kMW7qRk,,,,
,,Hardware Stores,Maa Umiya Laminate House,075675 04404,Bhuj,"Maruti complex shop no.7,8 Maruti complex Mirzapur Bhuj Mandvi Road Kutchh Bhuj Pincode 370001, Sahjanand nagar, Mirjapar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJSYIk2EkfUTkRUf159b3uzLQ,,,,
,,Hardware Stores,Patidar Hardware,099095 48900,Bhuj,"7M2G+93M, New Station Rd, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ-wnZmvjhUDkRyNdUIO6IsDk,,,,
,,Hardware Stores,Somanath Machinery And Hardware,094286 84612,Bhuj,"Shop No 21, Prince Plaza, Bhujodi Rd, opp. Police Chowki, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJc6t7Y8jhUDkRqkjG4KOOOK8,,,,
,,Hardware Stores,Darpan pomal,9978371380,Bhuj,"Ravalvadi Relocation, Bhuj",,,,,,
,,Hindu Pandit,Maitreya Vyas,9825173037,Bhuj,,,,,,,
,,Home Decoration Items,RUA CANDLES,8780573986,Bhuj,"Maruti Plots, Sanskar Nagar","Hand-poured premium candles crafted with natural wax, clean fragrances, and timeless elegance — made to bring warmth, trust, and luxury into every space.",,,,,
,,Homeopathy Doctors,Dr Jayesh Popat,9925013805,Bhuj,,,,,,,
,,Homeopathy Doctors,Jalaram Homeopathic Clinic,094263 83039,Bhuj,"7, Delhivala Building, opposite Nanavati Hospital, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJm87wxevhUDkRg4QPOI4QnC0,,,,
,,Homestays,Raina's Home Stay,9825394347,Bhuj,"B 363, Rto Relocation Site Bhuj",Raina's Home stay located at Rto Relocation Site Bhuj,,,,,
,,Homestays,Jubilee Holidays,090333 23809,Bhuj,"58- Wing-B, GF, Katira Commercial Complex, near Zill Medical Agency, RTO Relocation Site, side, Bhuj, Gujarat 370001, India",,ChIJZzevZdkfUTkRX5Og8jLU61Q,,,,
,,Homestays,Parsukshetra home stay ( Shilpa Udayan Gor ),9979630000,Bhuj,,Homestay,,,,,
,,Homestays,Raahghar Homestays,7021819015,Bhuj,,Cultural,,,,,
,,Homestays,Sharad Baug Homestay,2832220022,Bhuj,,Heritage,,,,,
,,Homestays,Sharadbaug Homestay,099095 27666,Bhuj,"opp. Khengarji Park, near Hamirsar Lake Road, Mustafa Nagar, sharad baug, Ravalvadi, Bhuj, Gujarat 370001, India",,ChIJ6x4YDf0dUTkROhBzJhGsfx0,,,,
,,Homestays,The Lavish Affair,088661 70560,Bhuj,"Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJT5hOQwDhUDkRmgbRSUmruJo,,,,
,,Hospitals,KK Patel Super Speciality,7359007000,Bhuj,"University Road, Near Shani Dev Mandir, Bhuj Mundra Road, Bhuj",Multi-Speciality,,Yes,Yes,Yes,
,,Hospitals,MMPJ Hospital,9574230132,Bhuj,"Near Reliance Petrol Pump, Jubilee Ground to Reliance Petrol pump Road, Bhuj",Emergency|24x7,,Yes,Yes,Yes,
,,Hospitals,Aayush Hospitals,7573888921,Bhuj,,Emergency,,,,,
,,Hospitals,G.G.HOSPITAL Multi-Speciality & ICU,02832 450 583,Bhuj,"Yogeshwar Dham, Plot no-54, Madhapar Rd, near Rajygor Samajwadi, RTO Relocation Site, Bhuj, Gujarat 370001, India",,ChIJY-6MQwDhUDkRGuUhii-8lBo,,,,
,,Hospitals,GK General Hospital,2832250150,Bhuj,,Govt Hospital,,,,,
,,Hospitals,JALARAM HOSPITAL AND MEDICAL,099093 93718,Bhuj,"Bhudiya sheri no 1, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJmaprSlHhUDkRNUPmRTleJIw,,,,
,,Hospitals,Om Hospital,2832255111,Bhuj,,General,,,,,
,,Hospitals,Parmarth Hospital,02832 250 885,Bhuj,"Neelkanth, Hospital Rd, opp. Rajaram Complex, Jalaram Society, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJRR08cPzhUDkRkZfUa6AuP30,,,,
,,Hospitals,Accord Hospitals,8980666555,Bhuj,Mundra Road,"Cardiac, Emergency",,,,,
,,Hospitals,Velani Hospital & Critical Care Center (I.C.C.U) - DR KULDIP C VELANI,097254 51584,Bhuj,"1st Floor, Shree Center - Pooja Avenue, above Tulshi Samosa, opp. Town Hall, Kushal Nagar, Anjar, Gujarat 370110, India",,ChIJZxDfP5DHUDkRSJAWEo14oVw,,,,
,,Hotels,Click Hotel,7226933310,Bhuj,,Business,,,,,
,,Hotels,Daze Off Studio House,063587 99151,Bhuj,"Opposite BHUJ Railway Station, 73, Ashapura Nagar, Shivnagar, Bhuj, Gujarat 370001, India",,ChIJ4YNCqxjjUDkR-TUyPLmQ6XA,,,,
,,Hotels,Hotel Heritage Palace,097274 32076,Bhuj,"Hotel Heritage palace, Bhuj - Bhachau Hwy, opp. Farm Villa Resort, Bhuj, Gujarat 370020, India",,ChIJc54fDQDhUDkRJhTnG21ve6A,,,,
,,Hotels,Hotel Nest,7041458336,Bhuj,,Budget|Clean,,,,,
,,Hotels,Hotel White Desert,9913845450,Bhuj,,Luxury,,,,,
,,Hotels,Jubilee Holidays,090333 23809,Bhuj,"58- Wing-B, GF, Katira Commercial Complex, near Zill Medical Agency, RTO Relocation Site, side, Bhuj, Gujarat 370001, India",,ChIJZzevZdkfUTkRX5Og8jLU61Q,,,,
,,Hotels,Prag view heritage homestay,091046 26285,Bhuj,"Makvana Sheri, Darbar Gadh Rd, nr. Kanyashala Darbar gadh chowk, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ20IBNgAdUTkRqvLxfgQMNqg,,,,
,,Hotels,The Kutchh Courtyard,098254 91419,Bhuj,"plot no 1/2 Bhujodi, Bhuj, Gujarat 370020, India",,ChIJu5f9-j7hUDkRV-3z0JKFP80,,,,
,,Hotels,Devraj Resort,7698516008,Bhuj,,,,,,,
,,Importers / Exporters,Kalakriti Group,075488 11711,Bhuj,"7M3F+W28, Ashapura Ring Rd, next to kalika mataji temple, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ_RzzWtXjUDkRz7OjsoIyZuQ,,,,
,,Importers / Exporters,Shree Om Impex,099259 91442,Bhuj,"Surajpar-Bhuj, Bhuj, Bharapar, Gujarat 370427, India",,ChIJ_bLxzTghUTkR8klW7stC-eA,,,,
,,Insurance Agent,D HITESH SONI,9825311409,Bhuj,,"Tata AIG, Bajaj, ICICI",,Yes,,Yes,
,,Insurance Agent,Hiral Thacker,9879359789,Bhuj,,Bajaj,,,,Yes,
,,Insurance Agent,Nirav Sharma,9998595122,Bhuj,,"Tata AIG, Bajaj, ICICI",,,,,
,,Insurance Agent,PUSHPA S PATEL,9427766731,Bhuj,,Insurance Agent,,,,,
,,Insurance Agent,SUBHASH G PATEL,9727871133,Bhuj,,"Tata AIG, Bajaj, ICICI",,,,,
,,Insurance Agent,Hetalkumar Chhaganlal Thacker,9825590652,Bhuj,,Insurance Agent,,,,,
,,Insurance Agent,Jay Bhutnath Auto Advisor,084609 91313,Bhuj,"A6, Swaminarayan Nagar, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJDecOi97hUDkRiq1r6TWIgQg,,,,
,,Insurance Agent,Jubilee Holidays,090333 23809,Bhuj,"58- Wing-B, GF, Katira Commercial Complex, near Zill Medical Agency, RTO Relocation Site, side, Bhuj, Gujarat 370001, India",,ChIJZzevZdkfUTkRX5Og8jLU61Q,,,,
,,Insurance Agent,Uma Agency (Vehicle Insurance),094276 18940,Bhuj,"272, Time Square Empire, Mirjapar Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJRY8u_uMfUTkRSbsmaCxiTiU,,,,
,,Insurance Agent,V.S. MULTISERVICE,091047 57541,Bhuj,"Tap Cir, Junavas, Madhapar, Bhuj, Gujarat 370001, India",,ChIJYYII1w_hUDkRoVgjCpuRmLc,,,,
,,Insurance Agent,YUG MULTI SERVICES,082006 36315,Bhuj,"OFFICE NO M-3,4, K D COMMERCIAL, New Station Rd, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJlRZmOmjhUDkRmYE12IZ5xzc,,,,
,,Insurance Agent,Hetal D Chauhan,9173291290,Bhuj,Madhapar,,,,,,
,,Insurance Agent,Vinesh R Suchday,9825099159,Bhuj,Plot no 130 simandhar city A near tree murti temple,Gic ane lic post sas agent,,,,,
de18bfe5-6308-4359-ac75-f89495fbec03,2026-05-22 05:07:35,Insurance Agent,Sandip Boricha ,9898368001,Bhuj,"C 24, Classic Complex, Lal tekri, Bhuj ",Life insurance and investment ,,,,,
5f89189c-7a55-4596-9f8f-f0cdfe57d7d0,2026-05-22 09:53:49,Insurance Agent,ROHIT B GHOGHARI ,8128076506,Bhuj,Bhuj,CHIEF BUSINESS ASSOCIATES LEADER IN TATA AIA ,,,,,
,,Insurance Companies,Bajaj Life Insurance,2067121212,Bhuj,,Private,,,,,
,,Insurance Companies,HDFC Life,8657510957,Bhuj,,Life|Health,,,,,
,,Insurance Companies,LIC of India,2832220260,Bhuj,,Life Insurance,,,,,
,,Insurance Companies,Muthoot FinCorp Gold Loan,092890 58586,Bhuj,"GROUND FLOOR, govind chambers, No 4 to 7, Bhuj - Bhachau Hwy, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJcfsDAKThUDkRCnJS6-aS8Ys,,,,
,,Insurance Companies,Shree Hari Engineers,097277 58838,Bhuj,"Jubilee Cir, above bank of baroda, Jubliee Colony, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJN8tHP8QfUTkRJI9rorTE03c,,,,
,,Insurance Companies,Uma Agency (Vehicle Insurance),094276 18940,Bhuj,"272, Time Square Empire, Mirjapar Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJRY8u_uMfUTkRSbsmaCxiTiU,,,,
,,Insurance Companies,V.S. MULTISERVICE,091047 57541,Bhuj,"Tap Cir, Junavas, Madhapar, Bhuj, Gujarat 370001, India",,ChIJYYII1w_hUDkRoVgjCpuRmLc,,,,
,,Insurance Companies,YUG MULTI SERVICES,082006 36315,Bhuj,"OFFICE NO M-3,4, K D COMMERCIAL, New Station Rd, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJlRZmOmjhUDkRmYE12IZ5xzc,,,,
,,Insurance Companies,Safik Memon,9726033533,Bhuj,Bhuj,General insurance business,,,,,
,,Interior Designer,SHARDA INTERIOR STUDIO,097242 49875,Bhuj,"OFFICE NO : 4, DEV ARCADE, near Gaytri Mandir Road, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJa5fjBwnhUDkRvqfctYpTFLw,,,,
,,Inverter/Battery Dealers,Ketan Enterprise,9825234657,Bhuj,"Laxmi Chambers Near Ravi Cinema, Station Road, Bhuj","Tyres, Batteries",,Yes,,Yes,
,,Inverter/Battery Dealers,Exide Care - Yadav Radiator & Battery,022 4530 1935,Bhuj,"No 13, Municipality Complex, Ocproy Choki, Ganga Naka, Anjar, Gujarat 370110, India",,ChIJbyP3kmnBUDkRVrKk6Uz1yBM,,,,
,,Inverter/Battery Dealers,Radiant Greens Solar | Solar EPC | Kutch,081403 16334,Bhuj,"201 , 2nd floor, Airport icon, Airport road, opposite NY cinema, Yogeswar Nagar, Bhuj, Gujarat 370001, India",,ChIJUS0lvGwfUTkReWURDkhtBVI,,,,
,,Inverter/Battery Dealers,SHAH ENTERPRISE(BATTERY) GPS,094277 60283,Bhuj,"Garund Floor Shop No 68 Survey Adm Space 1 Commercial Complex, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJ2RqFztPhUDkRWSa_rY9dIAM,,,,
,,JEE-NEET Coaching,Phoenix Education Bhuj,6354450309,Bhuj,"Office no 45, ground floor, The Midtown mall, college road, Shivkrupa Nagar, Bhuj, Gujarat 370001",,,,,,
,,Jeweller,Anuradha Jewellers,096879 16218,Bhuj,"Shop no:-2, Sakar complex, Shivaji Rd, near davda medical, near aashapura mandir, Ganga Naka, Anjar, Gujarat 370110, India",,ChIJ24uCvZHHUDkRq131n_XneY0,,,,
,,Jeweller,Radhe jewellers,098797 66487,Bhuj,"Bapashree Temple Rd, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJjfKF1irhUDkRoX5kp42o9KE,,,,
,,Jeweller,Rajesh Pomal,9825346141,Bhuj,,Jeweller,,,,,
,,Jeweller,SONI ANIL MAGANLAL & CO,098253 73109,Bhuj,"3, Delhiwala Complex, Hospital Rd, opp. PGVCL, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJhTAn0QHiUDkRH7K4alPYvIM,,,,
,,Jeweller,Soni Zaverilal Shivji and Co. (BIS Hallmark Certified),098257 77467,Bhuj,"Shroff Bazar, Saraf Bazar, near Kansara Bazar, Saraf Bazar, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJozw_k__hUDkRHEpKcV55w_8,,,,
,,Jewellers,Manthan Jeweller,9879188680,Bhuj,,,,,,,
,,Journalist,Datesh Bhavsar,9099022877,Bhuj,,,,,,,
,,Journalist,Maa Ashapura News,9428748643,Bhuj,,,,,,,
,,Journalist,Navinbhai Joshi,9825293149,Bhuj,,,,,,,
,,Journalist,Sanjay Upadhyay,9173776007,Bhuj,,,,,,,
